Undefined,#genre#
EGM_Channel_(480p),https://paneltv.online:1936/8186/8186/playlist.m3u8
EnerGeek_(720p)_[Not_24/7],https://backend.energeek.cl/webtv/egretroweb/index.m3u8?token=ZZDemoIPTVGH
EnerGeek_Fan_(1080p),https://backend.energeek.cl/webtv/egfanweb/index.m3u8?token=ZZDemoIPTVGH
EnerGeek_Radio_(1080p),https://backend.energeek.cl/webtv/egradioweb/index.m3u8?token=ZZDemoIPTVGH
Girovisual_(720p),https://unlimited1-cl-isp.dps.live/girovisual2/girovisual2.smil/playlist.m3u8
Holvoet_TV_(Copiapó)_(720p)_[Not_24/7],https://unlimited1-us.dps.live/holvoettv/holvoettv.smil/playlist.m3u8
Huasco_Television,https://paneltv.online:1936/huasco/huasco/playlist.m3u8
Huasco_Televisión_(360p),https://paneltv.online:1936/8024/8024/playlist.m3u8
ITV_Patagonia_(720p)_[Not_24/7],https://unlimited1-us.dps.live/itv/itv.smil/playlist.m3u8
ITV_Patagonia_(720p),https://unlimited1-cl.dps.live/itv/itv.smil/playlist.m3u8
Kanade_(1080p),https://backend.energeek.cl/webtv/kanadeweb/index.m3u8?token=ZZDemoIPTVGH
La_Popular_TV,https://tv.arkeo.cl:1936/enlacetv1/enlacetv1/playlist.m3u8
La_Red_(720p)_[Not_24/7],https://alba-cl-lared-lared.stream.mediatiquestream.com/index.m3u8
Latina_Network_TV_(576i),https://live-server.mivideo.pro:8081/latinavzla/tracks-v1a1/mono.m3u8
LTV_(2160p)_[Not_24/7],https://live.cdnlivecdn.com/live/c9fe062eed2978749aa00df6485940d298449f5e.m3u8
Meganoticias_(1080p),#EXTVLCOPT:http-referrer=https://www.meganoticias.cl/
Retro_Plus_2_(720p),#EXTVLCOPT:http-referrer=https://retroplustv.com/
T13_(720p),https://jireh-2-hls-video-us-isp.dps.live/hls-video/10b92cafdf3646cbc1e727f3dc76863621a327fd/t13/t13.smil/playlist.m3u8
T-Vinet_(480p),https://unlimited1-us.dps.live/inet2/inet2.smil/playlist.m3u8
Telecanal_(720p),http://45.232.210.1:8029/play/a00s/index.m3u8
Teletrak_(720p),https://unlimited6-cl.dps.live/sportinghd/sportinghd.smil/playlist.m3u8
Televida_(1080p),https://tls-cl.cdnz.cl/televida/live/playlist.m3u8
Tevex_(720p)_[Not_24/7],https://v4.tustreaming.cl/tevexinter/index.m3u8
Thema_Televisión_(La_Serena)_(720p)_[Not_24/7],https://unlimited1-us.dps.live/thema/thema.smil/playlist.m3u8
TNE_(720p)_[Not_24/7],https://v2.tustreaming.cl/tnetv/index.m3u8
Turf_Movil_(720p),https://tvturf4.janus.cl/playlist/stream.m3u8?d=w&id=
TV_Chile_(1080p)_[Geo-blocked],https://mdstrm.com/live-stream-playlist/533adcc949386ce765657d7c.m3u8
TV_Quellón_(1080p)_[Not_24/7],https://pantera1-100gb-cl-movistar.dps.live/tvquellon/tvquellon.smil/playlist.m3u8
TV_Senado_(360p),https://janus-tv-ply.senado.cl/playlist/playlist.m3u8
TV_UCT_(1080p),https://unlimited1-us.dps.live/uct/uct.smil/playlist.m3u8
TVN_(1080p),http://217.26.190.76:8888/play/a0m6/index.m3u8
TVN3_(1080p)_[Geo-blocked],https://mdstrm.com/live-stream-playlist/5653641561b4eba30a7e4929.m3u8
TVO_San_Vicente_(720p),#EXTVLCOPT:http-referrer=http://www.tvosanvicente.cl/
VTV_Valle_de_Aconcagua_(720p)_[Not_24/7],https://unlimited1-us.dps.live/vtv/vtv.smil/playlist.m3u8
Orbita_Chile_TV_(1080p),https://orbitachiletv.org/hls/0/stream.m3u8
